kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
INDY;Indika Energy Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.01;Satuan Penuh / Full Amount;1431426846.0;2184736219.0;3616163065.0;711411136.0;1858977711.0;2570388847.0;56892154.0;0;253826135.0;850672801.0;1045774218.0;3616163065.0;426701469.0;4992434.0;-16475433.0;-22364859.0;-18160152.0;23152586.0
INKP;Indah Kiat Pulp & Paper Tbk;3. Basic Industry And Chemicals;38. Pulp & Paper;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.01;Ribuan / In Thousand;4214777.0;4287273.0;8502050.0;1832973.0;2663400.0;4496373.0;2189016.0;0;5883.00.00;4005114.0;4005677.0;8502050.0;876303.0;274390.0;272178.0;272159.0;274370.0;20.00
INOV;PT Inocycle Technology Group Tbk.;3. Basic Industry And Chemicals;39. Others - Basic Industry And Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;335435862.0;355888411.0;691324273.0;255078846.0;105079085.0;360157931.0;180822190.0;0;81670488.0;331166342.0;331166342.0;691324273.0;92036033.0;22534439.0;22644240.0;22644240.0;22534439.0;0
INPC;Bank Artha Graha Internasional Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;25532041.0;0;0;20995806.0;1751482.0;0;414753.0;4536235.0;4536235.0;0;0;-58345.0;-50876.0;-50876.0;-58345.0;0
INPP;Indonesian Paradise Property Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;863338618425.0;7126566250532.0;7989904868957.0;355689886062.0;1302572059651.0;1658261945713.0;1118197173200.0;0;1962934005628.0;5733708394510.0;6331642923244.0;7989904868957.0;568544842728.0;2081142336348.0;2077683335064.0;2025410015441.0;2028064890356.0;53077445992.0
INPS;PT Indah Prakasa Sentosa Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;74724532294.0;404063654221.0;478788186515.0;203306140876.0;134574201270.0;337880342146.0;65000000000.0;0;23425908848.0;139811103625.0;140907844369.0;478788186515.0;82934096077.0;-3884623452.0;145845765.0;93745387.0;-3925610246.0;40986794.0
INTD;Inter-Delta Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;43558578916.0;5861521864.0;49420100780.0;2721869447.0;5392022678.0;8113892125.0;59182800000.0;0;1909666000.0;41309694367.0;41306208655.0;49420100780.0;19785023179.0;739722738.0;2502833680.0;2502833680.0;739722738.0;0
INTP;Indocement Tunggal Prakarsa Tbk;3. Basic Industry And Chemicals;31. Cement;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;12829494.0;14878255.0;27707749.0;3907492.0;719996.0;4627488.0;1840616.0;0;2698863.0;23080261.0;23080261.0;27707749.0;5500317.0;1835305.0;1883349.0;1883349.0;1835305.0;0
IPCC;PT Indonesia Kendaraan Terminal Tbk.;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;630179195893.0;634689649668.0;1264868845561.0;191597085038.0;00.00;191597085038.0;181838482000.0;0;749460283936.0;1073271760523.0;1073271760523.0;1264868845561.0;217643652530.0;135301569628.0;135301569628.0;135301569628.0;135301569628.0;0
IPCM;PT Jasa Armada Indonesia Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;762154003.0;517150587.0;1279304590.0;199892353.0;00.00;199892353.0;528481110.0;0;317981175.0;1079412237.0;1079412237.0;1279304590.0;204706668.0;90047274.0;90047274.0;90047274.0;90047274.0;0
IPOL;Indopoly Swakarsa Industry Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;105060090.0;172480864.0;277540954.0;92748238.0;21387526.0;114135764.0;72874753.0;0;23427408.0;157061981.0;163405190.0;277540954.0;40476743.0;4510027.0;3108469.0;2928079.0;4222588.0;287439.0
IPTV;PT MNC Vision Networks Tbk.;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14.105;Jutaan / In Million;1541596.0;8680167.0;10221763.0;2513780.0;2036901.0;4550681.0;11845316.0;0;-5328367.0;5503540.0;5671082.0;10221763.0;744856.0;326185.0;326703.0;312822.0;312346.0;13839.0
IRRA;PT Itama Ranoraya Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;309969923749.0;15463054628.0;325432978377.0;89217392136.0;1046485000.0;90263877136.0;80000000000.0;0;120934734721.0;235169101241.0;235169101241.0;325432978377.0;59593867607.0;33205208231.0;33091343981.0;33091343981.0;33205208231.0;0
ISAT;PT Indosat Tbk;7. Infrastructure, Utilities And Transportation;73. Telecommunication;Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Jutaan / In Million;12444795.0;50368205.0;62813000.0;22129440.0;26976367.0;49105807.0;543393.0;0;1546587.0;12723270.0;13707193.0;62813000.0;0;1630372.0;1608605.0;1549166.0;1568991.0;61381.0
ISSP;PT Steel Pipe Industry of Indonesia Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;3547289.0;2877218.0;6424507.0;2542901.0;782940.0;3325841.0;718599.0;0;509125.0;3098603.0;3098666.0;6424507.0;688391.0;185694.0;183250.0;183251.0;185695.0;-1.0
ITIC;PT Indonesian Tobacco Tbk.;5. Consumer Goods Industry;52. Tobacco Manufacturers;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;89878590302.0;357933144768.0;447811735070.0;140593459503.0;41067957987.0;181661417490.0;47036000000.0;0;37906140000.0;266150317580.0;266150317580.0;447811735070.0;43991286724.0;-7000145820.0;8523789018.0;8523789018.0;-7000145820.0;0
ITMA;SUMBER ENERGI ANDALAN Tbk;9. Trade, Services & Investment;99. Others - Trade Services & Investment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;241437.0;147647225.0;147888662.0;261398.0;00.00;261398.0;4063367.0;0;10131133.0;147627264.0;147627264.0;147888662.0;12000.0;11811130.0;11810316.0;11810316.0;11811130.0;0
ITMG;Indo Tambangraya Megah Tbk;2. Mining;21. Coal Mining;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14084.0;Ribuan / In Thousand;469389.0;739652.0;1209041.0;233288.0;91288.0;324576.0;63892.0;0;329028.0;889775.0;884465.0;1209041.0;326688.0;126502.0;128326.0;131252.0;129426.0;-2924.0
JAWA;Jaya Agra Wattie Tbk;1. Agriculture;12. Plantation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;174522896892.0;3315253919236.0;3489776816128.0;442357769556.0;2657297683054.0;3099655452610.0;377468550000.0;0;434217673015.0;376413943520.0;390121363518.0;3489776816128.0;19027905568.0;-282699235423.0;-283829237188.0;-282171742014.0;-281046808222.0;-1652427201.0
JAYA;PT Armada Berjaya Trans Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;14988217105.0;77515872289.0;92504089394.0;18670103563.0;9741312907.0;28411416470.0;37500010500.0;0;25769269205.0;64092672924.0;64092672924.0;92504089394.0;20445269376.0;1472313966.0;1450644271.0;1450644271.0;1472313966.0;0
JECC;Jembo Cable Company Tbk;4. Miscellaneous Industry;45. Cable;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;1287480241.0;601273609.0;1888753850.0;1028264298.0;104357827.0;1132622125.0;75600000.0;0;3900000.0;756163154.0;756131725.0;1888753850.0;350654356.0;102517868.0;96163296.0;96161043.0;102515615.0;2253.00.00
JGLE;PT Graha Andrasentra Propertindo Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;964913.0;2443149.0;3408062.0;358270.0;888481.0;1246751.0;2258191.0;0;-368994.0;2161331.0;2161311.0;3408062.0;158726.0;-111008.0;-111191.0;-111189.0;-111006.0;-2.0
JIHD;Jakarta International Hotels & Development Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;670602841.0;6173899050.0;6844501891.0;940546877.0;914030183.0;1854577060.0;1164520241.0;0;655921361.0;3641306511.0;4989924831.0;6844501891.0;1064378405.0;144145475.0;146562826.0;7027716.0;8215393.0;135930082.0
JKON;Jaya Konstruksi Manggala Pratama Tbk;6. Property, Real Estate And Building Construction;62. Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;2678070135.0;2250038737.0;4928108872.0;1972160394.0;258181518.0;2230341912.0;326170397.0;0;560092534.0;2659838015.0;2697766960.0;4928108872.0;819734229.0;202283267.0;197313804.0;194186820.0;199149027.0;3134240.0
JKSW;Jakarta Kyoei Steel Works Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;73992264159.0;106635557207.0;180627821366.0;30549419674.0;645807372960.0;676356792634.0;75000000000.0;0;6514524544.0;-495728971268.0;-495728971268.0;180627821366.0;19432770.0;-1391297992.0;-1369129055.0;-1369129055.0;-1391297992.0;0
JLBS;PT Jakarta Lingkar Baratsatu;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;674508841243.0;2220181361967.0;2894690203210.0;48667035349.0;1431688189707.0;1480355225056.0;948000000000.0;0;21580000000.0;1414334978154.0;1414334978154.0;2894690203210.0;403421481960.0;191615961668.0;191681024213.0;191681024213.0;191615961668.0;0
JPFA;JAPFA Comfeed Indonesia Tbk;3. Basic Industry And Chemicals;36. Animal Feed;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.01;Jutaan / In Million;12873148.0;13777747.0;26650895.0;7741958.0;7012123.0;14754081.0;1879461.0;0;1694351.0;11220870.0;11896814.0;26650895.0;7871850.0;1883857.0;1854970.0;1736543.0;1765178.0;118679.0
JRPT;Jaya Real Property Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;3882837365.0;7282097735.0;11164935100.0;3385768357.0;376668827.0;3762437184.0;275000000.0;0;703770243.0;7087992476.0;7402497916.0;11164935100.0;1398797056.0;1037201837.0;1035496675.0;1015200341.0;1016858196.0;20343641.0
JSKY;PT Sky Energy Indonesia Tbk.;4. Miscellaneous Industry;46. Electronics;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;327675649757.0;214380970240.0;542056619997.0;305269698880.0;12366575760.0;317636274640.0;101627000000.0;0;55787274231.0;224398968235.0;224420345357.0;542056619997.0;89011824045.0;17348754579.0;17758053368.0;17760114718.0;17350815929.0;-2061350.0
JSMR;PT Jasa Marga Tbk;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;11612566.0;88067004.0;99679570.0;41526417.0;34967416.0;76493833.0;3628936.0;0;3997085.0;18682680.0;23185737.0;99679570.0;6444643.0;2073888.0;1996384.0;2129636.0;2207117.0;-133229.0
JSPT;Jakarta Setiabudi Internasional Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;1425669640.0;4165549075.0;5591218715.0;821810829.0;1465258038.0;2287068867.0;1159368000.0;0;-361197103.0;2398904018.0;3304149848.0;5591218715.0;880601170.0;143508701.0;117033916.0;96556366.0;110903490.0;32605211.0
JTPE;Jasuindo Tiga Perkasa Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;630300249781.0;522396276860.0;1152696526641.0;377689653417.0;29176627515.0;406866280932.0;34260250000.0;0;9664154444.0;697968891877.0;745830245709.0;1152696526641.0;379790868948.0;182442649410.0;178291186086.0;164888984244.0;168044560305.0;14398089105.0
KAEF;Kimia Farma Tbk.;5. Consumer Goods Industry;53. Pharmaceuticals;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;7344787123.0;11008090009.0;18352877132.0;7392140277.0;3547810027.0;10939950304.0;555400000.0;0;-885401366.0;7241893930.0;7412926828.0;18352877132.0;3503287686.0;15890439.0;4780373522.0;4796872445.0;-12724002.0;28614441.0
KAII;PT Kereta Api Indonesia (Persero);7. Infrastructure, Utilities And Transportation;74. Transportation;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;6898723626.0;38006823815.0;44905547441.0;8113387632.0;16986535346.0;25099922978.0;12268743000.0;0;0;19568456583.0;19805624463.0;44905547441.0;6560402708.0;1975047535.0;1803119229.0;1851156649.0;2023013519.0;-47965984.0
KARW;ICTSI JASA PRIMA Tbk;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;3387886.0;17530221.0;20918107.0;54854034.0;43346.0;54897380.0;32299115.0;0;605107.0;-33981745.0;-33979273.0;20918107.0;129626.0;-559371.0;-558730.0;-558714.0;-559355.0;-16.0
KAYU;PT Darmi Bersaudara Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;96566812161.0;9065234946.0;105632047107.0;26210142567.0;1322976511.0;27533119078.0;66500000000.0;0;4746000000.0;78098928029.0;78098928029.0;105632047107.0;6549338220.0;3299957601.0;3334613120.0;3334613120.0;3299957601.0;00.00
KBAG;PT Karya Bersama Anugerah Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;91844136197.0;159998438489.0;251842574686.0;77893829511.0;389939795.0;78283769306.0;100000000000.0;0;102099450.0;173435506390.0;173558805380.0;251842574686.0;10981372224.0;85649872256.0;85644371234.0;85581072244.0;85586573266.0;63298990.0
KBLI;KMI Wire and Cable Tbk;4. Miscellaneous Industry;45. Cable;Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;2558063940045.0;998410770992.0;3556474711037.0;879315149074.0;294698934241.0;1174014083315.0;655123510700.0;0;1074090636.0;2242917658539.0;2382460627722.0;3556474711037.0;771922875078.0;394950161188.0;383537749647.0;407481767669.0;417951984115.0;-23001822927.0
KBLM;Kabelindo Murni Tbk;4. Miscellaneous Industry;45. Cable;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;575917900166.0;708519458254.0;1284437358420.0;422310102458.0;13700227536.0;436010329994.0;211400000000.0;0;2732577513.0;848427028426.0;848427028426.0;1284437358420.0;106279676641.0;38648269147.0;37822208629.0;37822208629.0;38648269147.0;0
KBLV;First Media Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Jutaan / In Million;344763.0;6829732.0;7174495.0;4069059.0;2159695.0;6228754.0;871084.0;0;-47723.0;1911056.0;945741.0;7174495.0;104347.0;-255996.0;-319986.0;-320311.0;-256321.0;325.00.00
KDSI;Kedawung Setia Industrial Tbk;3. Basic Industry And Chemicals;38. Pulp & Paper;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;629203673926.0;624446734449.0;1253650408375.0;507508226950.0;137936772408.0;645444999358.0;202500000000.0;0;0;608205409017.0;608205409017.0;1253650408375.0;360944101669.0;64090903507.0;53034379616.0;53034379616.0;64090903507.0;0
KEEN;PT Kencana Energi Lestari Tbk.;7. Infrastructure, Utilities And Transportation;71. Energy;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;10840399.0;249979079.0;260819478.0;20818530.0;88796530.0;109615060.0;28583019.0;0;52628696.0;130636455.0;151204418.0;260819478.0;10384494.0;3648254.0;3507131.0;2213042.0;2315010.0;1333244.0
KEHA;PT Bank KEB Hana Indonesia;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;45050371.0;0;0;35630993.0;3160093.0;0;1453275.0;9419378.0;9419378.0;0;0;546850.0;633607.0;633607.0;546850.0;0
KEJU;PT Mulia Boga Raya Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;498883575576.0;167429811097.0;666313386673.0;201269847299.0;29349562487.0;230619409786.0;75000000000.0;0;206493605833.0;435693976887.0;435693976887.0;666313386673.0;355021539797.0;98047666143.0;96693241870.0;96693241870.0;98047666143.0;0
KETR;PT Ketrosden Triasmitra;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;341910369361.0;587458014501.0;929368383862.0;166387873215.0;285819635412.0;452207508627.0;25380500000.0;0;33715457773.0;474891824350.0;477160875235.0;929368383862.0;156960904831.0;92656929031.0;92236730157.0;92205556792.0;92625696474.0;31232557.0
KIAS;Keramika Indonesia Assosiasi Tbk;3. Basic Industry And Chemicals;32. Ceramics, Glass, Porcelain;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;418960114294.0;812720450677.0;1231680564971.0;275411165942.0;50701838548.0;326113004490.0;1612180500000.0;0;218657014680.0;849516178105.0;905567560481.0;1231680564971.0;-323288475488.0;-494426816904.0;-489269672904.0;-470185143210.0;-475330962746.0;-19095854158.0
KICI;Kedaung Indah Can Tbk;5. Consumer Goods Industry;55. Houseware;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;95881525044.0;56937471716.0;152818996760.0;12652638345.0;52811318729.0;65463957074.0;69000000000.0;0;3300000000.0;87355039686.0;87355039686.0;152818996760.0;15045958016.0;-3172619509.0;-7294562216.0;-7294562216.0;-3172619509.0;0
KIJA;Kawasan Industri Jababeka Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;8540885742465.0;3643725836847.0;12184611579312.0;1395923707329.0;4481672642667.0;5877596349996.0;1864448274050.0;0;1396068999121.0;5372702841178.0;6307015229316.0;12184611579312.0;843451350435.0;141140307068.0;134850001192.0;112515896393.0;118806202269.0;22334104799.0
KINO;PT Kino Indonesia Tbk;5. Consumer Goods Industry;54. Cosmetics And Household;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;2335039563811.0;2360725395072.0;4695764958883.0;1733135623684.0;259767155647.0;1992902779331.0;142857150000.0;0;710356833172.0;2616490572536.0;2702862179552.0;4695764958883.0;2190572296505.0;515603339649.0;534040428097.0;538850617946.0;520444102306.0;-4840762657.0
KIOS;PT Kioson Komersial Indonesia Tbk.;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;247730118201.0;26795869605.0;274525987806.0;166247720397.0;3882542801.0;170130263198.0;71723990000.0;0;47052972500.0;104014974373.0;104395724608.0;274525987806.0;45943209342.0;-5329200311.0;-4913161966.0;-4947591383.0;-5363734660.0;34534349.0
KJEN;PT Krida Jaringan Nusantara Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;5318745267.0;62349876151.0;67668621418.0;1222391000.0;831028204.0;2053419204.0;50000000000.0;00.00;13002417420.0;65615202214.0;65615202214.0;67668621418.0;8459103136.0;260143093.0;409692506.0;409692506.0;260143093.0;00.00
KKGI;Resource Alam Indonesia Tbk;2. Mining;21. Coal Mining;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;39197070.0;87157467.0;126354537.0;18033350.0;14938113.0;32971463.0;24039183.0;0;578353.0;91491930.0;93383074.0;126354537.0;16171551.0;5414352.0;6676337.0;6806637.0;5544652.0;-130300.0
KLBF;Kalbe Farma Tbk;5. Consumer Goods Industry;53. Pharmaceuticals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;11222490978401.0;9042235884183.0;20264726862584.0;2577108805851.0;982035580702.0;3559144386553.0;468751221100.0;0;-34118673814.0;15893126390994.0;16705582476031.0;20264726862584.0;10243467770842.0;2537601823645.0;2513242403090.0;2482456109888.0;2506764572075.0;30837251570.0
KMDS;PT Kurniamitra Duta Sentosa Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;54515924265.0;40805734531.0;95321658796.0;20248403596.0;2901488915.0;23149892511.0;14700000000.0;0;0;72171766285.0;72171766285.0;95321658796.0;64142518223.0;31585508477.0;31511914422.0;31511914422.0;31585508477.0;0
KMTR;PT Kirana Megatara Tbk.;3. Basic Industry And Chemicals;39. Others - Basic Industry And Chemicals;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;2086802481607.0;1998025827606.0;4084828309213.0;198668801918.0;2063030348795.0;2261699150713.0;821536637900.0;0;647471635339.0;1758108281602.0;1823129158500.0;4084828309213.0;526498412775.0;14671516876.0;21435552074.0;23050792681.0;16476977764.0;-1805460888.0
KOBX;Kobexindo Tractors Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.01;Satuan Penuh / Full Amount;89414215.0;34029446.0;123443661.0;82678723.0;8669507.0;91348230.0;24942328.0;0;7812965.0;31790820.0;32095431.0;123443661.0;14455131.0;138862.0;52773.0;39207.0;92545.0;46317.0
KOIN;Kokoh Inti Arebama Tbk;9. Trade, Services & Investment;93. Retail Trade;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;592578908193.0;59767306480.0;652346214673.0;553865665830.0;12452213573.0;566317879403.0;98084373200.0;0;3341578567.0;86028344064.0;86028335270.0;652346214673.0;181042537769.0;-18643690989.0;-17051294670.0;-17051294626.0;-18643690945.0;-44.0
KONI;Perdana Bangun Pusaka Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;74549104685.0;39837481346.0;114386586031.0;83718144094.0;14252571620.0;97970715714.0;38000000000.0;0;8080485432.0;16415552136.0;16415870317.0;114386586031.0;28511623414.0;2672059212.0;4034637212.0;4034637098.0;2672059104.0;108.00.00
KOPI;PT Mitra Energi Persada Tbk;7. Infrastructure, Utilities And Transportation;71. Energy;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;72956352986.0;75839138241.0;148795491227.0;55776736715.0;6386753065.0;62163489780.0;212400000236.0;0;0;85934695088.0;86632001447.0;148795491227.0;53509779429.0;6803937948.0;6355022257.0;6297769615.0;6746685306.0;57252642.0
KOTA;PT DMS Propertindo Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;255343042413.0;1220665657732.0;1476008700145.0;152263233529.0;35218096169.0;187481329698.0;1048880960000.0;0;220490331350.0;1286923023043.0;1288527370447.0;1476008700145.0;29252239208.0;-7382869701.0;-6917480833.0;-6959428968.0;-7424817836.0;41948135.0
KPAS;PT Cottonindo Ariesta Tbk.;5. Consumer Goods Industry;54. Cosmetics And Household;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;67508040259.0;187822366435.0;255330406694.0;45005291875.0;64241978731.0;109247270606.0;76804278200.0;0;13717437120.0;145847787927.0;146083136088.0;255330406694.0;30688950739.0;556268538.0;9501275080.0;9515926919.0;570920377.0;-14651839.0
